Tmt#,MC#,R_1,R_2,R_3,\theta_3,m_1,m_2,m_3,v_3,N/A,Escape (0.5),Collide (0.5)
4,9,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,10,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,11,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,12,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,13,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,14,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,15,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
4,16,4.55604026845638,0.182214765100671,1.23456375838926,0.764313648943826,29.0604026845638,1.25261744966443,28.7253691275168,2.84640945123907,1,0,0
5,1,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,2,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,3,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,4,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,5,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,6,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,7,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,8,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,9,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,10,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,11,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,12,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,13,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,14,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,15,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
5,16,0.247986577181208,4.52315436241611,4.88489932885906,1.40739133977932,31.4056375838926,39.1114093959732,0.582550335570467,3.77412808719848,1,0,0
6,1,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,2,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,3,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,4,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,5,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,6,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,7,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,8,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,9,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,10,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,11,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,12,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,13,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,14,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,15,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
6,16,3.66812080536913,4.62181208053691,1.53053691275168,0.785398163397448,39.7814765100671,9.62845637583892,16.3291275167785,2.34038110435213,1,0,0
7,1,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,2,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,3,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,4,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,5,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,6,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,7,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,8,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,9,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,10,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,11,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,12,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,13,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,14,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,15,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
7,16,2.61577181208054,3.14194630872483,4.52315436241611,1.17546168078947,34.4209395973154,5.27302013422819,29.3954362416107,2.38255013325937,1,0,0
8,1,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,2,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,3,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,4,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,5,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,6,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,7,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,8,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,9,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,10,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,11,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,12,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,13,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,14,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,15,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
8,16,1.3989932885906,4.19429530201342,2.15536912751678,1.24925748137715,6.94818791946308,11.6386577181208,32.0757046979866,3.85846614501297,1,0,0
9,1,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,2,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,3,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,4,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,5,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,6,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,7,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,8,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,9,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,10,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,11,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,12,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,13,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,14,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,15,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
9,16,0.182214765100671,4.98355704697987,0.872818791946308,0.511299475500352,27.0502013422819,44.1369127516779,34.4209395973154,3.87955065946659,1,0,0
10,1,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,2,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,3,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,4,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,5,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,6,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,7,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,8,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,9,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,10,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,11,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,12,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,13,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,14,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,15,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
10,16,4.88489932885906,1.16879194630872,4.35872483221477,0.806482677851071,40.4515436241611,28.0553020134228,46.1471140939597,1.62350761292895,1,0,0
11,1,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,2,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,3,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,4,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,5,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,6,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,7,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,8,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,9,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,10,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,11,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,12,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,13,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,14,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,15,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
11,16,0.511073825503355,1.99093959731544,2.08959731543624,0.047440157520651,21.3546308724832,41.791677852349,3.93288590604027,4.13256483291006,1,0,0
12,1,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,2,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,3,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,4,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,5,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,6,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,7,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,8,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,9,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,10,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,11,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,12,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,13,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,14,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,15,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
12,16,3.7996644295302,3.7996644295302,3.93120805369128,1.03841233684092,21.6896644295302,47.4872483221477,17.3342281879195,3.62653648602312,1,0,0
