Tmt#,MC#,R_1,R_2,R_3,\theta_3,m_1,m_2,m_3,v_3,N/A,Escape (0.5),Collide (0.5)
41,5,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,6,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,7,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,8,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,9,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,10,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,11,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,12,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,13,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,14,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,15,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
41,16,4.45738255033557,4.75335570469799,2.12248322147651,1.34413779641845,15.9940939597315,30.7355704697987,33.4158389261745,3.45786037039413,1,0,0
42,1,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,2,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,3,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,4,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,5,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,6,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,7,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,8,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,9,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,10,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,11,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,12,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,13,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,14,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,15,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
42,16,2.91174496644295,0.971476510067114,4.06275167785235,1.09112362297498,17.6692617449664,34.4209395973154,25.710067114094,4.46991706416803,1,0,0
43,1,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,2,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,3,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,4,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,5,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,6,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,7,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,8,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,9,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,10,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,11,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,12,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,13,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,14,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,15,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
43,16,0.543959731543624,0.807046979865772,1.46476510067114,1.28088425305758,24.0348993288591,40.7865771812081,25.375033557047,2.99400105241443,1,0,0
44,1,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,2,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,3,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,4,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,5,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,6,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,7,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,8,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,9,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,10,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,11,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,12,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,13,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,14,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,15,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
44,16,2.25402684563758,2.58288590604027,1.3989932885906,0.669433333902523,11.9736912751678,17.6692617449664,49.4974496644295,2.27712756099126,1,0,0
45,1,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,2,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,3,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,4,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,5,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,6,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,7,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,8,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,9,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,10,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,11,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,12,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,13,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,14,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,15,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
45,16,2.97751677852349,3.86543624161074,3.07617449664429,0.173947244242388,33.7508724832215,21.6896644295302,20.3495302013423,2.15062047426952,1,0,0
46,1,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,2,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,3,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,4,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,5,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,6,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,7,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,8,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,9,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,10,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,11,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,12,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,13,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,14,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,15,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
46,16,3.93120805369128,2.45134228187919,0.445302013422819,0.606179790541655,26.7151677852349,23.3648322147651,25.04,2.88857848014632,1,0,0
47,1,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,2,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,3,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,4,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,5,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,6,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,7,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,8,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,9,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,10,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,11,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,12,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,13,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,14,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,15,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
47,16,4.39161073825503,2.48422818791946,3.40503355704698,0.289912073737313,3.59785234899329,19.3444295302013,34.7559731543624,3.71087454383761,1,0,0
48,1,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,2,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,3,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,4,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,5,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,6,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,7,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,8,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,9,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,10,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,11,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,12,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,13,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,14,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,15,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
48,16,0.938590604026845,3.33926174496644,2.6486577181208,1.29142651028439,40.7865771812081,5.94308724832215,49.8324832214765,2.02411338754779,1,0,0
49,1,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,2,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,3,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,4,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,5,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,6,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,7,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,8,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,9,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,10,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,11,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,12,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,13,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,14,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,15,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
49,16,4.78624161073826,2.31979865771812,4.62181208053691,0.026355643067029,28.7253691275168,4.26791946308725,24.369932885906,3.56328294266225,1,0,0
50,1,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,2,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,3,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,4,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,5,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,6,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,7,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,8,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,9,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,10,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,11,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,12,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,13,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,14,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,15,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
50,16,2.05671140939597,1.72785234899329,3.89832214765101,1.56552519818149,28.3903355704698,12.3087248322148,37.4362416107382,1.89760630082605,1,0,0
51,1,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,2,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,3,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,4,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,5,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,6,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,7,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,8,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,9,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,10,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,11,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,12,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,13,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,14,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,15,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
51,16,1.66208053691275,1.49765100671141,3.63523489932886,0.711602362809769,43.8018791946309,49.4974496644295,7.28322147651007,2.90966299459994,1,0,0
52,1,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,2,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,3,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,4,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,5,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,6,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,7,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,8,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,9,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,10,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,11,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,12,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,13,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,14,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,15,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
52,16,2.68154362416107,1.23456375838926,2.58288590604027,1.55498294095468,13.9838926174497,0.247516778523487,42.461744966443,2.8674939656927,1,0,0
53,1,2.08959731543624,1.82651006711409,3.50369127516779,1.02787007961411,10.2985234899329,33.7508724832215,16.6641610738255,3.54219842820863,1,0,0
53,2,2.08959731543624,1.82651006711409,3.50369127516779,1.02787007961411,10.2985234899329,33.7508724832215,16.6641610738255,3.54219842820863,1,0,0
