treatmentN,monteCarloN,"pos_(0,0,0)","pos_(1,0,0)","pos_(2,0,0)","pos_(2,1,0)",mass_(0),mass_(1),mass_(2),"vel_(2,1,0)",eject,collide,nSteps,survive,"pos_(0,1,0)","pos_(1,1,0)","pos_(0,2,0)","pos_(1,2,0)","pos_(2,2,0)","vel_(0,1,0)","vel_(1,1,0)","vel_(0,2,0)","vel_(1,2,0)","vel_(2,2,0)","vel_(0,0,0)","vel_(1,0,0)","vel_(2,0,0)",runTime,"pos_(0,0,-1)","vel_(0,0,-1)","pos_(0,1,-1)","vel_(0,1,-1)","pos_(0,2,-1)","vel_(0,2,-1)","pos_(1,0,-1)","vel_(1,0,-1)","pos_(1,1,-1)","vel_(1,1,-1)","pos_(1,2,-1)","vel_(1,2,-1)","pos_(2,0,-1)","vel_(2,0,-1)","pos_(2,1,-1)","vel_(2,1,-1)","pos_(2,2,-1)","vel_(2,2,-1)"
1,1,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,13.011638313529737,12.572077459028765,7.177722554597463,315576000000.0,405.0617107243542,0.0028311529483305625,-1.2782768677255565,0.5167527467899563,9.615727968565113e-05,0.0002059566365950341,640.4415321359209,0.0008040062818601257,-1.382368377022472,1.3595368187012724,5.9132402035731945e-05,5.734311469282037e-05,338.02667737040167,0.0027004847562920008,0.7947713760290048,-0.2288504153158368,-3.9186578480779984e-07,0.0003966596068410832
1,2,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,3.5486286309626554,4.490027663938845,11.962870924329106,315576000000.0,405.0601634030443,0.0028313433466405115,-1.278288314303431,0.5167575049424518,2.8892833373684027e-05,5.699717946978808e-05,640.4406471284328,0.0008040123847987222,-1.3823755336378745,1.3595432470051632,1.9416248958126458e-05,1.8958245743637035e-05,338.0200804887827,0.0027006582143306967,0.7947918240814513,-0.22887298401788708,4.180919017170592e-06,0.00010580185036083296
1,3,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,4.731504841283541,0.0,17.944306386493658,315576000000.0,405.05823123870255,0.002831581340440965,-1.278302623981872,0.5167634663414008,2.347271887700953e-05,7.133772391404598e-05,640.4395420263214,0.00080402001044309,-1.3823844797640845,1.3595512823943552,7.3337005465921445e-06,6.553634087025569e-06,338.011834638847,0.002700875028814542,0.7948173852771335,-0.2289012154427872,-1.8612671632455313e-05,0.00015444112349659666
1,4,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,5.914381051604426,5.388033196726614,7.177722554597463,315576000000.0,405.0617093187289,0.0028311529691194552,-1.2782768667818356,0.5167527389357633,4.288688969670451e-05,9.33624249302832e-05,640.4415312576971,0.0008040062840879352,-1.3823683767616954,1.3595368188820218,2.586629377474956e-05,2.5043745852519246e-05,338.0266773535814,0.002700484778808294,0.7947713761449587,-0.22885040314467575,-1.4974294911391177e-06,0.00018102992275243865
1,5,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,17.74314315481328,1.796011065575538,10.766583831896195,315576000000.0,405.0605513290008,0.0028312957041940995,-1.278285453266192,0.5167563304577333,9.253814674790673e-05,0.00026890561626533455,640.4408683582595,0.0008040108585346866,-1.3823737444768633,1.3595416396000055,3.306776588495297e-05,3.019361304576759e-05,338.02173006217475,0.0027006148070779293,0.7947867127316289,-0.22886736917620676,-6.254169061167123e-05,0.0005751892478104712
1,6,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,16.560266944492394,8.08204979508992,14.355445109194926,315576000000.0,405.05939240286574,0.0028314385005387592,-1.2782940393494608,0.5167599043198668,0.0001024734729935258,0.00025596928451862946,640.4402058037415,0.000804015432950285,-1.3823791122995166,1.3595464607299574,5.071670414245907e-05,4.821521294109834e-05,338.01678223118574,0.0027007448949027354,0.7948020483988337,-0.22888430123985215,-3.249166047419109e-05,0.0005225013767893956
1,7,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,10.645885892887966,0.898005532787769,17.944306386493658,315576000000.0,405.0582317185007,0.002831581326274001,-1.2783026242699527,0.5167634715980445,5.507127253148513e-05,0.00016120889023655535,640.439542125348,0.0008040200100245253,-1.3823844797935685,1.359551282284926,1.9284020954033614e-05,1.7554272944890117e-05,338.01183474576766,0.0027008750144472556,0.7948173854772471,-0.22890122471147983,-3.82504170543973e-05,0.0003454854108720771
1,8,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,9.463009682567082,0.0,1.1962870924329105,315576000000.0,405.063641594514,0.0028309150207381315,-1.2782625574051956,0.5167467845908305,4.6945616255441464e-05,0.00014266421758783623,640.4426362114724,0.0008039986585507029,-1.3823594306180529,1.3595287840199528,1.466740032515443e-05,1.3107638949693097e-05,338.0349237580836,0.0027002680068366797,0.7947458177818387,-0.22882218203330867,-3.722579941540673e-05,0.00030894468550124747
1,9,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,10.645885892887966,6.286038729514383,8.374009647030373,315576000000.0,405.0613234343099,0.0028312005486530387,-1.2782797290319807,0.5167539352273498,6.861730622719624e-05,0.0001653964794421179,640.4413104394371,0.0008040078086245151,-1.3823701660435193,1.3595384257622032,3.5983188854808546e-05,3.440606469588513e-05,338.02502815697846,0.002700528122374395,0.7947764880406357,-0.2288560563678497,-1.6482115936161102e-05,0.0003334788369187653
1,10,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,17.74314315481328,8.98005532787769,9.570296739463284,315576000000.0,405.06093844250375,0.0028312481103326854,-1.2782825918588194,0.5167551387698461,0.00011059939922450712,0.00027449697193177166,640.441089977881,0.0008040093321145445,-1.382371955431964,1.3595400324773665,5.533332359915946e-05,5.266240771339284e-05,338.0233790342217,0.0027005714471712333,0.7947816000298323,-0.22886172157935986,-3.351696806970173e-05,0.0005591365407312866
1,11,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,2.3657524206417704,2.694016598363307,8.374009647030373,315576000000.0,405.0613226004054,0.002831200565329612,-1.278279728493271,0.5167539289332583,1.8509345260498893e-05,3.7764609607988824e-05,640.4413100820049,0.0008040078096350154,-1.3823701659372754,1.3595384259266396,1.2016434363150259e-05,1.1702648444424479e-05,338.02502812076335,0.00270052813991925,0.7947764880666346,-0.22885604608733562,1.5778940924871633e-06,7.120641559110519e-05
1,12,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,13.011638313529737,4.490027663938845,7.177722554597463,315576000000.0,405.0617100732249,0.0028311529482665763,-1.2782768672414744,0.5167527467395142,7.583840075772475e-05,0.00019966446380294262,640.441531410981,0.000804006283468504,-1.3823683768073853,1.3595368186899002,3.4083649483360694e-05,3.206578333693401e-05,338.0266774632223,0.002700484757474294,0.7947713763005297,-0.22885041660592192,-3.304475579262205e-05,0.0004147294569382501
1,13,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,9.463009682567082,4.490027663938845,11.962870924329106,315576000000.0,405.06016389397575,0.00283134333471972,-1.2782883146103667,0.5167575094318932,5.823377177545087e-05,0.00014616682690734095,640.4406472652325,0.0008040123843404918,-1.3823755336785986,1.359543246884511,2.858337446501365e-05,2.7150371096860183e-05,338.0200805277556,0.0027006582019859014,0.794791824101257,-0.22887299156240612,-1.9085022366433366e-05,0.00029886718494562324
1,14,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,2.3657524206417704,0.898005532787769,10.766583831896195,315576000000.0,405.06054971092186,0.002831295752360247,-1.278285452296449,0.516756312591938,1.3994032423616994e-05,3.636675002438709e-05,640.4408680308208,0.0008040108599390629,-1.3823737443793795,1.3595416399684368,6.450044922581304e-06,6.085450442393147e-06,338.02172969157533,0.002700614855887978,0.7947867120306528,-0.2288673376178615,-5.678287397766475e-06,7.521970810171534e-05
1,15,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,17.74314315481328,0.0,17.944306386493658,315576000000.0,405.0582326355993,0.0028315812947891017,-1.2783026247997447,0.5167634831790024,8.802269560134461e-05,0.00026751645745931975,640.439542245298,0.0008040200092973352,-1.3823844798292877,1.3595512820846447,2.750137704353443e-05,2.4576127774663954e-05,338.0118350630711,0.002700874982936836,0.79481738615411,-0.2289012457312057,-6.979751857758415e-05,0.0005791541628540478
1,16,510.0,510.0,510.0,0.7853981633974481,25.04,25.04,25.04,3.14159265358979,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,8.280133472246197,2.694016598363307,11.962870924329106,315576000000.0,405.06016368476907,0.0028313433379541218,-1.2782883144706572,0.5167575081959405,4.7850275989271514e-05,0.0001269347414353443,640.440647150852,0.0008040123846342455,-1.3823755336446146,1.3595432469209174,2.118355990585751e-05,1.9894757822284078e-05,338.02008053429563,0.002700658205495107,0.7947918241458763,-0.2288729896752936,-2.168802762465988e-05,0.00026426906065466627
2,1,661.275167785235,799.3959731543621,404.765100671141,0.20557401592282198,6.278120805369119,4.93798657718121,4.602953020134231,2.65664882115647,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,4.2771355344972255,1.1160274525683693,4.921807101980092,315576000000.0,634.6461426900469,0.00017716004697894484,-1.3883029861562208,1.0859215030365619,1.0607994960002142e-05,1.021891572117748e-05,844.0852366375362,0.00012019190977088062,-1.4338316942073561,1.3059258344675948,1.0974450830241772e-05,1.1126110185417956e-05,284.4427491746107,0.00017148876109867778,0.16172892442901057,-0.547972659624899,1.7785067854542382e-05,8.955241911908137e-06
2,2,661.275167785235,799.3959731543621,404.765100671141,0.20557401592282198,6.278120805369119,4.93798657718121,4.602953020134231,2.65664882115647,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,0.0,5.580137262841847,0.0,315576000000.0,634.6468214869499,0.00017715680432063623,-1.3882972358820937,1.0859111560801498,8.176233910384136e-06,2.5814816393129962e-06,844.0857450000135,0.00012019094518832359,-1.433827338666834,1.3059193150231343,1.3445731963189056e-05,1.5626508254411884e-05,284.451674787576,0.00017148734024949504,0.16172378662234077,-0.5479513499759636,0.00011137986386860036,-1.5590156145780352e-05
2,3,661.275167785235,799.3959731543621,404.765100671141,0.20557401592282198,6.278120805369119,4.93798657718121,4.602953020134231,2.65664882115647,0,0,120000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,4.2771355344972255,5.208128111985724,2.6846220556255047,315576000000.0,634.6464513031217,0.00017715857301550444,-1.3883003724145544,1.0859167998515324,1.8027020560526065e-05,1.6174530244698004e-05,844.0854678101203,0.00012019147130077688,-1.4338297144319954,1.3059228710865227,1.9771804825998284e-05,2.0493887107682795e-05,284.4468062591058,0.00017148811523081246,0.16172658877696558,-0.547962973367342,5.2198787337136816e-05,1.0157803686167206e-05
2,4,661.275167785235,799.3959731543621,404.765100671141,0.20557401592282198,6.278120805369119,4.93798657718121,4.602953020134231,2.65664882115647,0,0,20000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,5.560276194846393,4.092100659417355,1.3423110278127524,315576000000.0,633.453037443969,0.0010693638450163826,-1.388893963318153,1.0859977608788813,0.000125230456088482,0.00014212287035071308,843.2458111912591,0.0007225961179258715,-1.4339620752705617,1.3066579075882174,0.00010938076424143045,0.00010283830460921919,283.5218493314286,0.001035403332230545,0.1645173075263336,-0.551103061509605,-0.0001806646969120445,0.00019634410718877995
2,5,661.275167785235,799.3959731543621,404.765100671141,0.20557401592282198,6.278120805369119,4.93798657718121,4.602953020134231,2.65664882115647,0,0,20000,1,1.5707963267948966,1.5707963267948966,0.0,3.141592653589793,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,4.71238898038469,1.5707963267948966,2.9939948741480578,1.1160274525683693,5.369244111251009,315576000000.0,633.449585084791,0.001069460780181751,-1.388922204546772,1.0860485979218863,4.018436311489295e-05,2.2889374989287245e-05,843.2432782071504,0.000722624490617654,-1.4339834513143177,1.3066900075243983,5.6410898983005405e-05,6.3109335515637e-05,283.47809893373983,0.0010354467998431316,0.16454351324260488,-0.5512083708996223,0.0003533513938754744,-3.261373145697932e-05
